id,campaign,field,before,after,before_read,after_read
bb7cc9328f23cabc,26V486,summary,"Foretravel, Inc. (Foretravel) is recalling certain 2025-2027 Realm Presidential motorcoaches. The exterior brake lights may remain illuminated when the driver is not applying the brakes. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 108, ""Lamps, Reflective Devices, and Associated Equipment.""","Foretravel, Inc. (Foretravel) is recalling certain 2025-2027 Realm Presidential and 2025-2026 Realm motorcoaches. The exterior brake lights may remain illuminated when the driver is not applying the brakes. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 108, ""Lamps, Reflective Devices, and Associated Equipment.""",2026-08-22T07:03:08+00:00,2026-08-22T14:16:36+00:00
a5e68ccda05a1017,26V486,remedy,"Foretravel will work with Shyft to replace the pressure switch, free of charge. Owner notification letters are expected to be mailed September 21, 2026. Owners may contact Foretravel customer service at 1-800-955-6226.","Foretravel will work with Shyft to replace the pressure switch, free of charge. Owner notification letters were mailed August 28, 2026. Owners may contact Foretravel customer service at 1-800-955-6226.",2026-08-22T07:03:08+00:00,2026-08-22T14:16:36+00:00
4081b149025513dc,26V406,remedy,"Dealers will replace retractors, free of charge. Owner notification letters are expected to be mailed August 25, 2026. Owners may contact Diamond customer service at 1-800-442-4645.","Dealers will replace the retractors, free of charge. Owner notification letters are expected to be mailed August 25, 2026. Owners may contact Diamond customer service at 1-800-442-4645.",2026-08-22T06:30:32+00:00,2026-08-22T13:46:39+00:00
55fcfb9ab96edd65,26V379,remedy,"Dealers will repair the hydraulic jack, free of charge. Owner notification letters are expected to be mailed August 7, 2026. Owners may contact Vermeer customer service at 1-800-829-0051 ext. 7060. Vermeer's number for this recall is IK4837.","Dealers will repair the hydraulic jack, free of charge. Owner notification letters were mailed August 7, 2026. Owners may contact Vermeer customer service at 1-800-829-0051 ext. 7060. Vermeer's number for this recall is IK4837.",2026-08-22T06:30:32+00:00,2026-08-22T13:46:39+00:00
1d6523e22bd8a7aa,26V477,remedy,"Dealers will inspect and replace the printed circuit board as necessary, free of charge. Owner notification letters are expected to be mailed in July 2026. Owners may contact Forest River customer service at 1-574-534-3167. Forest River's number for this recall is 51-2077.","Dealers will inspect and replace the printed circuit board as necessary, free of charge. Owner notification letters were mailed in August 18, 2026. Owners may contact Forest River customer service at 1-574-534-3167. Forest River's number for this recall is 51-2077.",2026-08-21T05:47:51+00:00,2026-08-21T12:01:41+00:00
e5f24b30b62b29cc,26V476,remedy,"Dealers will replace the incorrect label, free of charge. Additionally Forest River will mail corrected labels to owners. Owner notification letters are expected to be mailed in July 2026. Owners of Surveyor, Ibex, No Boundaries and Unmapped trailers may contact customer service at 1-574-642-3119, or Sabre owners may contact customer service at 1-260-499-2100. Forest River's number for this recall is 51-2076.","Dealers will replace the incorrect label, free of charge. Additionally Forest River will mail corrected labels to owners. Owner notification letters were mailed in August 18, 2026. Owners of Surveyor, Ibex, No Boundaries and Unmapped trailers may contact customer service at 1-574-642-3119, or Sabre owners may contact customer service at 1-260-499-2100. Forest River's number for this recall is 51-2076.",2026-08-21T05:47:51+00:00,2026-08-21T12:01:41+00:00
d3d570a13bcf12bf,26V393,remedy,"Dealers will update the battery ECU software, free of charge. Owner notification letters are expected to be mailed August 3, 2026. Owners may contact Toyota's customer service at 1-800-331-4331. Toyota's numbers for this recall are 26LA07 and 26TA11. Subaru's number for this recall is WRG26.","Dealers will update the battery ECU software, free of charge. Owner notification letters were mailed August 17, 2026. Owners may contact Toyota's customer service at 1-800-331-4331. Toyota's numbers for this recall are 26LA07 and 26TA11. Subaru's number for this recall is WRG26.",2026-08-20T10:32:55+00:00,2026-08-20T17:02:34+00:00
1ea5ad4391bccd6c,26V468,remedy,"Dealers will install sheathing over the wiring, free of charge. Owner notification letters were mailed August 5, 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S55. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 23, 2026.","Dealers will install sheathing over the wiring, free of charge. This is a Phased campaign. Phase 1 will include 2026 Bronco Raptor notified owners on 7/31/2026. Phase 2 will include 2021-2025 Bronco Raptor vehicle will notify owners on or about 8/14/2026. Phase 3 will include 2021-2026 Bronco will notify owners on or about 9/1/2026. Owner notification letters were mailed August 5, 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S55. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 23, 2026.",2026-08-20T04:45:49+00:00,2026-08-20T11:02:45+00:00
1dacd6bb6992491e,26V376,remedy,"Dealers will update the software, free of charge. Interim letters, notifying owners of the safety risk, were mailed August 5, 2026. Additional letters will be sent once the remedy is available. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S43. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov on July 6,2026.","Dealers will update the software, free of charge. Additionally, dealers will inspect Focus vehicles and replace the clutch assembly as necessary, free of charge. Interim letters, notifying owners of the safety risk, were mailed August 5, 2026. Additional letters will be sent once the remedy is available. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S43. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov on July 6,2026.",2026-08-19T01:45:40+00:00,2026-08-19T07:48:48+00:00
7fa15f7fcc078613,26V331,remedy,"Dealers will update the combination meter software, free of charge. Owner notification letters were mailed July 6, 2026. Owners may contact Nissan's customer service at 800-647-7261. Nissan's number for this recall is PMA66. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 22, 2026.","Dealers will resume the software reprogramming of the combination meter software, free of charge. Owner notification letters were mailed July 6, 2026. Owners may contact Nissan's customer service at 800-647-7261. Nissan's number for this recall is PMA66. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 22, 2026.",2026-08-19T01:32:59+00:00,2026-08-19T07:48:03+00:00
